to,contract_address,total_amount,transfer_count,token,count,to_funded_by?,to_inflow
0x9e12604341e87108e3277832c05addd240efa687,0x55d398326f99059ff775485246999027b3197955,19012.74,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x9c16ed3d3961e73bb2f536807ee0c1e74aefa687,0x29b48ae2b2cd397a9d779db624d3223f7bdafb22,19012.74,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x89f401e58f73d45cb5e5b7553f72a4ce546b60b3,0x4a619e5a50bd9e23595c44cfc0291a0c0ca84ee9,17900,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x378e584aed89e0a4ff7e3e295aa339c6756b06a2,0x55d398326f99059ff775485246999027b3197955,17500,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf9eaadbac2cce457148aa04488b105b573851fc4,0x5609f9fab1823f15aade48e6f91c37c4f89eb8e0,17400,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xac7e3bb5e38a8cabb961d45711ac641114c1494d,0x07672f5a5553249d65a20d05e1aca78924fd5476,17000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe9e34f6532bbeb211372162b05180d68446b60b3,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,16200,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc16b1fee99ea2180cfc035c308ecd8dbcf2d1076,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,16151,2,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4b898239140b27b6afdd5fa280981244e5ccd034,0xfdcca677e59c138fda21055057f57c3f9adf7656,15809.48,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x07e9d492ba8d58e1bb1e1ffde17be5cf5cfe76db,0xecbbdcfdc692c5259bf2f3e334daba44142a0542,15680,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2c7b5eb7757d2b760bf8fac2c3a4650af8c3615f,0xb248410db0ef5a6f69a031dec59468a5cee57175,15189.88,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4c5602a18282717da789be21e32448ab9409951e,0xc3f3816969c0151a07646a4451017e508f72eb50,15090,2,,6,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2dd210f092673a13f9be1b93bf40e2bb15dab63a,0xa1ba55a57a146fe8d0ace791617de11cb743dc77,15000,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x878e1919202b58812d6c0ecb60bbfb64172c2173,0x4fcf169153b0663bffadfcd2a228074acfe5594d,14552,2,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8403db5bc5c4b2777eb5c6d155ac53c519396a9e,0x07672f5a5553249d65a20d05e1aca78924fd5476,14000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xee07654b79a7c3b342c878d4d44e378c8aef53e5,0x4397ad35ef71e7423fd213759896c83be02c22bf,14000,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7982cee016d0f1628337b76e66d1eced0c96d4a2,0xf8755dd9fd0260f00ea21b62386ac2a17822c977,13800,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7e940a307df1d19b8e647d9180b31b718142269a,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,13774,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4edbb8d9bd2103f35987835792b439a3a5ff6422,0x041cb8002827a13c6a364b8baaf1a5d548a948fa,13698.66,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xcc0031f7ac0fccf9974547502d793fc101657280,0x07672f5a5553249d65a20d05e1aca78924fd5476,13630,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x52da88a43f2fd712f6472edcbed9e8cf5d7d3642,0x31e5471ccfec88a6c3cc26eaea02fc513ff3ed6c,13600,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7b45ab017361a21134fa78617feef9ac638591cf,0x31e5471ccfec88a6c3cc26eaea02fc513ff3ed6c,13600,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4aadc9309f51b710b4d5a15f68c9f11957fe9932,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,13582.49,2,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4df8c91d150acbfd64f627ac423a96b964fe9932,0x1a940f2e4cec859a250b0d188367565637130fea,13466.34,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf44541693e78992e2106feae02db9042353dbfab,0x52bca77ff720114eb79f7e8560f6be5131e54fe5,13333.34,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7e087012e5f5bd3357f9561f423195e5db5d137e,0x55d398326f99059ff775485246999027b3197955,12900,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xaafc4df7ec1d8a40a63a89bf61eedb870a5145d7,0x8bcf67bb8c5f5f3a13dc28eb4cf9ed551fbb3c71,12578.62,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3a10001dbb0a3276af9c4b3f0ec08c5c97e5597a,0x5b56af042ea0f238c94ef83931e12179dbaf6ab7,12338.27,2,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x0e499f1828a8f41ab8b9837ae96ad8c45ec20740,0x52bca77ff720114eb79f7e8560f6be5131e54fe5,12260,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x71caf662a1dec9a0c02841aff41510d276dea256,0x1a940f2e4cec859a250b0d188367565637130fea,12230,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc695f3742fe4cf96e2350c6df5dce897dff4b92f,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,12200,2,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4bbcd0388b22c18ca9a41265cab3eb3a4409951e,0xf4f18f83a9d41251a3c7e42d56d5a61b071f4b94,12058.48,2,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x70c1ea8a76aaf3dfa227dd51541195eb05d2690e,0xc5e653d444e294fb6e34c57cfcd48823e58ceb4f,12015.92,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8e30638a2f22b635047b25a8ab2f871ec5e793c2,0x36f5dee02728f3f83f4ba644a0ec0b9af4cfc938,12000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x76cd17a0bda787075784f0f4c4397209f3f3679f,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,12000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xcca5bdffa4d9bd1f02786a147d3f4c564b28dd98,0x2e35da702f7e343ac08cdce82b904e4ef525ae80,12000,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x6d5074b5895dd2c4194fda4865f04d33cc2ed955,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,12000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x6817a69d18e27121151c31b52ed89edda121483b,0x1816d55fd57c39e60a59a88072ce6757abdc468f,11802.43,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf1b5bc3f712bbe176f063668d69cd1e21e975839,0x8bcf67bb8c5f5f3a13dc28eb4cf9ed551fbb3c71,11600,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2ac329e053c8fd2596bbea9d1625e3b02fa18eae,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,11500,2,USDC,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe3ecf5f3640a366574782aa622817a4e860754ee,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,11370,2,,5,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x29443c208a4ef867b6b74c4c130217d1528e8bed,0x1a940f2e4cec859a250b0d188367565637130fea,11150,2,,6,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xd852537a0fe7cbd5d9ea5670871e6a54e3db1050,0xea6102f639c72306016f64c6b001f97a63d71ae4,11038,2,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb269a9e2c45bdeef318abea1a2cc2eb039329057,0x55d398326f99059ff775485246999027b3197955,11019,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb269968515ddac3688e067570151557171e29057,0xcc555a322fe7b7c85c5d7e446fda1ca41e386b05,11000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2ac300bf8a016c3df2ed3fdf036c3839bde88eae,0x5609f9fab1823f15aade48e6f91c37c4f89eb8e0,11000,2,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc94763cebb79ba13a5772420f716a6afd5a39d12,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,10854.82,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf14386878a1e5e9756de4e988211b439ad1bdddd,0x2e35da702f7e343ac08cdce82b904e4ef525ae80,10300,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x30173631d4ce7c308c85272110e2e55d8bebac36,0x8bcf67bb8c5f5f3a13dc28eb4cf9ed551fbb3c71,10090,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x51dee7ada39c2a41ba475adf02e5f52ce4fd86c5,0x4d4ae0bcc8a1be09fc5ccc14a2449015e53202f0,10040,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x51de9ea3986f427a6f4fffe75bb9a562ded786c5,0xced250a0085a3a36a00646f04ebdb5749c657de5,10040,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x51de7f89b1b1aeec7dedfc7ca376032206da86c5,0x55d398326f99059ff775485246999027b3197955,10040,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x51d6f2e1dbc167fb79b21b8cc2f296889d1a86c5,0x6d989357b4ab8684ff5eca0aeeae797b4f10ebf9,10040,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7c393770a4bdaf0080f0324ef5ff187509672600,0x72f8a4eecaf292d73fc7a1f3a8e5d3133a5b5f84,10000,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb90abb528401d4a3afdf7c3f0046df49adcee3d9,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,10000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xca546779aebe9017dedf167da6c685cb62451d02,0xb248410db0ef5a6f69a031dec59468a5cee57175,10000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x5c2d90b08f9ef74c64d492f595d1906f490045eb,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,10000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x83eacf0f810cabbf46a420434074aaa9a6a49a5c,0xe292399d79593764e1bae70312f804c198a1e541,10000,2,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xca54c9a11afb4e660af33bd342de07a2946cad02,0xcc555a322fe7b7c85c5d7e446fda1ca41e386b05,10000,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3a154a0500cfd88b9fdc203c1cb26ebb1fe5597a,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,10000,2,USDC,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7e2a8fdd2ff64f65dcf905727a39bc18b0672600,0xf4f18f83a9d41251a3c7e42d56d5a61b071f4b94,10000,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x32915f32f43a89d87cfce6d14ea43b0f412fa9ca,0x55d398326f99059ff775485246999027b3197955,10000,2,USDT,1,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,10021.68914
0xc7006564080c887132b63c30cfec42fc54d62c23,0x1a940f2e4cec859a250b0d188367565637130fea,10000,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8634bb5d3fa73f1853a610f86b59dea20b6d9a5c,0x07672f5a5553249d65a20d05e1aca78924fd5476,10000,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3a10001dbb0a3276af9c4b3f0ec08c5c97e5597a,0x1a940f2e4cec859a250b0d188367565637130fea,10000,2,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x83eacf0f810cabbf46a420434074aaa9a6a49a5c,0x6d55854aa0fe83411b01c9c91a084ab46cb3503e,10000,2,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3a15b948a0358c2a3eda1dff2fbe136252e5597a,0x1bd4e5f294a41bedaf0c5b2256658ef0cfedcbdb,10000,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xce1e4397274cda12b91c086ca7f78978a89b0b40,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,9724.69,2,USDC,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x0931004478a2b3ea6c0fcf709e879eb0ee3c5646,0xfa72cc568eeaf1a7ceab9e6738f13b77955fc6fa,9721.09,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xcd8e14b165d76b7f2dce02b86d04603924c4269a,0xbd168feab144eb2a1388eb9317e1176e10b751fb,9500,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x41c49e38526396996c98e7371c4cbb6be0c691c8,0xe68f87e4d841eab808b0420b15c1c618e5fca568,9400,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x41c48390e4ea0b9c579654695cb05017e6d591c8,0x55d398326f99059ff775485246999027b3197955,9400,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4e40ae36869bbe3adac43f88a05606b542d591c8,0x07672f5a5553249d65a20d05e1aca78924fd5476,9400,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x5914de5a22feed74b37dfbe7dd6e1fdac64fe048,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,9374.14,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7e940a307df1d19b8e647d9180b31b718142269a,0xde1566b0b164a6d6171a774a79d2c29c185bdd9b,9275,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8edfe98d6a732f3420278365a09bc2fb0ed3955e,0x55d398326f99059ff775485246999027b3197955,9045.62,2,USDT,1,0x1911c4fd8cccc5931ab39e66779ea4b5a851827a,9059.541328
0xeacfca14bcc192dde2c967afd92e9d797732aefa,0xde1566b0b164a6d6171a774a79d2c29c185bdd9b,9000,2,,1,0x3775c8125ee7d07ed046ac7b92dcdf95bfa5e63a,0.457845337
0x1083e27fa504aa5f44a30f192e9452a13328dd98,0x4fcf169153b0663bffadfcd2a228074acfe5594d,9000,2,,7,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7124624b551d5ef5ceed563e86289b6b9fa29279,0xa01fc068860bddee18a8de04a9092ba608610a79,8858,2,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x69f54cd993aa20d36956133da05cc60a673f1003,0x4d1f040a6e1ad9e2d320debbb1efd03e36daf2ce,8707.12,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3ef278269eb20cd12ea6003196ebbb61f0ee1881,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,8618.5,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc7006564080c887132b63c30cfec42fc54d62c23,0x07672f5a5553249d65a20d05e1aca78924fd5476,8400,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc75c696465beef380b998b21eda3292c77e82c23,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,8400,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2c7b67e3042bac63c07f82dec33df35385c1615f,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,8394.94,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2c7b014f6d016e1f39dfffc39cf45fd69532615f,0x55d398326f99059ff775485246999027b3197955,8394.94,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x9585c9477bc5a00dd3298d3ebdcf07107f72a0b9,0x55d398326f99059ff775485246999027b3197955,8317.68,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x958547a0e0929cf88cf0ca49eedde2615915a0b9,0x6d55854aa0fe83411b01c9c91a084ab46cb3503e,8317.68,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x91f74c7ed8480b174bde76a7748ea01db572a0b9,0x35bfb76e1dc8ee5a697c7c5ab883b209d37780d4,8317.68,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7e88d9c1c0662cbe49e8b56d33b6dc1c5f72a0b9,0x35bfb76e1dc8ee5a697c7c5ab883b209d37780d4,8317.68,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf2fd0acb90e8327e1d6490c9c1e0ace148747c9e,0x2e6a7957f9def552c73da829c147094467ed7af3,8200,2,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x410e4b44f2006d996572cee6492934655439c0a8,0x1a940f2e4cec859a250b0d188367565637130fea,8200,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc6eb4af6d0437b7f08252587aac8ead26c886e99,0x55d398326f99059ff775485246999027b3197955,8175.04,2,USDT,1,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,8180.489511
0xc6e08fa6b5485d6b7fc2d8c7436009fe098d6e99,0xba440808004aebdfb10e4d2518323b8cc9afacfb,8175.04,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xbdac65feb2a8a18b0fe2b7017735982f92925431,0x55d398326f99059ff775485246999027b3197955,8079.21,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xd2dd56de6b61f0fc83328be60bb223be390045eb,0x55d398326f99059ff775485246999027b3197955,8000,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x6b9b5d7d0a6404a1fe6caaeab9d8639cf59c1529,0x07672f5a5553249d65a20d05e1aca78924fd5476,8000,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xcca5bdffa4d9bd1f02786a147d3f4c564b28dd98,0x8bcf67bb8c5f5f3a13dc28eb4cf9ed551fbb3c71,8000,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x28719ca7602633115270361a9f49abe87267bc8f,0x8bcf67bb8c5f5f3a13dc28eb4cf9ed551fbb3c71,7878,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2dd210f092673a13f9be1b93bf40e2bb15dab63a,0x232138cd5460b4609661d8ac53dc845c0464f0dd,7730.68,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xd25ca3dfa193328a0b495860a2a547ad2083b63a,0x1a940f2e4cec859a250b0d188367565637130fea,7730.68,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xa703cfaa53f62bb5760c01eb19399c89fa6dd7a1,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,7707.35,2,USDC,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x856e4a1b73e5c965d2886a5484c86891cd6c78b4,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,7700,2,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x460a7d442d6bfb33fc79c451ea436e4437b2b344,0x1a940f2e4cec859a250b0d188367565637130fea,7467.34,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xdc7707749b074d6b83fcb5a4d5a77089a631c84d,0x35bfb76e1dc8ee5a697c7c5ab883b209d37780d4,7425.78,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x9c49ee714b1cc4bcc4264c71df1bc04e3a5145d7,0x55d398326f99059ff775485246999027b3197955,7416.08,2,USDT,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xcdae1061b0de57f8d4c86ab6d1e82d5f4231c84d,0x5b56af042ea0f238c94ef83931e12179dbaf6ab7,7401,2,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe8afc87b856440ff75d8583c8827407faa1f47bc,0x2e35da702f7e343ac08cdce82b904e4ef525ae80,7387.88,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x5b5ebcf6c0734009ce4a02e4f60e209282c7c8db,0x55d398326f99059ff775485246999027b3197955,7300,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xa74c232de42a532e45490bb83b1438b8886dd7a1,0xf4f18f83a9d41251a3c7e42d56d5a61b071f4b94,7270.34,2,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xd0eb52c652b4ba352ce4e77628b0203375481521,0x55d398326f99059ff775485246999027b3197955,7000,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xd0eb3b1187da2fabab10366437ac2e131f710521,0xe68f87e4d841eab808b0420b15c1c618e5fca568,7000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x80d7d40453ab9225b8a9c38c9bd4a5d635dd02d7,0x5609f9fab1823f15aade48e6f91c37c4f89eb8e0,6800,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8fcf9c8e317fe5fa6f36ac19cf76e212f1aa02d7,0xa71fab7943cf150a88cdff3dd9b0708c2d13fb3b,6800,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x5292717262db23606442586e83b153a429d28caf,0xe292399d79593764e1bae70312f804c198a1e541,6800,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x5b5e146a8f5ddbe6fe1388c383a055c5fa20a8db,0x52bca77ff720114eb79f7e8560f6be5131e54fe5,6600,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4c5602a18282717da789be21e32448ab9409951e,0x0ad9c129a85dc5acf920e638f958775ed1d45d68,6530,2,,6,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x203f7ba9b07ff07a23af3fe91bde3841768f2320,0x07672f5a5553249d65a20d05e1aca78924fd5476,6400,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8798d42b41fb2b48dcf4c20dbaafc7cfd84093c2,0x1a940f2e4cec859a250b0d188367565637130fea,6382.69,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8e30b8d2df5acf0eaf05ad88cfa860a0c34093c2,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,6382.69,2,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8e30bbbe54a79e3cc2715d066746845103e793c2,0x5609f9fab1823f15aade48e6f91c37c4f89eb8e0,6382.69,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc8118e7deae4abd49fba413c8215e3cf1be5b976,0x55d398326f99059ff775485246999027b3197955,6366.48,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x651354c19afa9197b43f16bd8ea08b6252586626,0xf018bb85a8675e1241f6d4ff66b5c05b979108e0,6305.18,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc187d58cda26ee90aed46361740c63abb4657280,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,6208.67,2,USDC,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x91df12e8282b58af9baf0ddb4a6b3f9e3982e386,0x55d398326f99059ff775485246999027b3197955,6001.01,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xad40e234d9d3c30b3e35493d990762939e4353eb,0x07672f5a5553249d65a20d05e1aca78924fd5476,6000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xd9d3f0cb9af196bcccea955c42c57fa7ae0045eb,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,6000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb8b1161bec86c8b2bba8eddf172a4bb9c42c7e2d,0x07672f5a5553249d65a20d05e1aca78924fd5476,6000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2226ccb40e14e7612be2cc6b4054399c0300043f,0x4d1f040a6e1ad9e2d320debbb1efd03e36daf2ce,6000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xdf8c23a2e670d66fafe2a7386a87a5c3f5b60c88,0xde1566b0b164a6d6171a774a79d2c29c185bdd9b,6000,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xea73766499b369809baa1fd6624e73e25c2eea57,0x2c77b0f2c5dd9896d77190fc96e08b597f0ddaf4,5962.3,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xea73ec6aea3946e158a8a3ff77ab4b462d40ea57,0x55d398326f99059ff775485246999027b3197955,5962.3,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8d39dd5bc75f8f7c7bd3020e53d772f958ec92f8,0xcc5bfbd7b2955ed37dae3db8c6fb58876021293b,5950,2,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xab76546409c45c873df612abae5b3396938e29ac,0x1a940f2e4cec859a250b0d188367565637130fea,5710,2,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xaa4874364569827f5859ad3088c6d963e62e19ac,0x52bca77ff720114eb79f7e8560f6be5131e54fe5,5710,2,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xca54f3af69abb29860eb80b5f4d84eaf5921ad02,0x55d398326f99059ff775485246999027b3197955,5627.35,2,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4b5a7d1045c9009716e25062d81d2c5e4c6cd7cd,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,5600,2,USDC,1,0x30a4ea8f389fb93d62ca333a9dc21a22025013f8,10999.99498
