to,contract_address,total_amount,transfer_count,token,count,to_funded_by?,to_inflow
0xf29d965419430ee09de00050d32ad7504211146a,0x55d398326f99059ff775485246999027b3197955,600,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xfc08d22eedfd9d0cffc3b03341734b4a7511146a,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,600,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x15f1d2dec5ac144ff1a7bde2afb0bd156f512108,0xb3260cd857558cf608d346a77ba181cf3cb6db5a,600,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf4b6145af8c8cbd43a2ccc3ffbe0271c21e7445a,0x2c77b0f2c5dd9896d77190fc96e08b597f0ddaf4,600,1,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8d395b1e42142c1ba7841ab32b60217d3db292f8,0xecbbdcfdc692c5259bf2f3e334daba44142a0542,570,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2c6e8a1330e2e9219676d12436d1ac68a3cbcfce,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,566.75,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x2218038ac081767bc861470b88a563ceb721cfce,0x2c77b0f2c5dd9896d77190fc96e08b597f0ddaf4,566.75,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x9c6a2163a5aa86761430a7d23c02ae2788923ece,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,560.25,1,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x309ea03b4e5e5ef496a26a3663ef81f4915993f6,0x0e64db7f94524c15bdc69793c78e57ac255bc4c1,557.98,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x309ec78b93139dcf134b2b84bdae1a1bad0593f6,0x55d398326f99059ff775485246999027b3197955,557.98,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xbc1a9e512f2a0d531be5d91ae36e65d01d17969e,0xd047fb674c6b80ef9e12af6de93d82d2c66cc538,544.99,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb3fbc4543baceae738440e508b73131a1734969e,0xe68f87e4d841eab808b0420b15c1c618e5fca568,544.99,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x982e99e916c8d125aca8ebf441435f6e396f1589,0x55d398326f99059ff775485246999027b3197955,527.71,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x983732fe895e6c604b2f2a21314aeef2a7a11589,0x1816d55fd57c39e60a59a88072ce6757abdc468f,527.71,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x157d110519b5b7a08e8ee1c1114fe31d6019ded3,0x2c77b0f2c5dd9896d77190fc96e08b597f0ddaf4,517.03,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x87dbffa993a085325f31ff5d33614e8f4be91f19,0xe68f87e4d841eab808b0420b15c1c618e5fca568,502.04,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf445d539f578bf4c2023e3706450be4d7a611fab,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,501.88,1,USDC,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x08a3523215fb614a792323dd1bf933cd4e3a40f1,0x6d989357b4ab8684ff5eca0aeeae797b4f10ebf9,500.67,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb7f48959863542cfbe371a8dbe2875f416f9eeed,0x2b7f5cd56918256510031392c6aff76358c8c1cf,500.67,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb7f439b7e506d7861e24c467433f1f513ab6eeed,0x55d398326f99059ff775485246999027b3197955,500.67,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x08a691384c3d3fa611c72ae504b4248a554a40f1,0x55d398326f99059ff775485246999027b3197955,500.67,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x59ee993974a322c1d7e78f8cd3ae5c1bdede53a9,0x2b7f5cd56918256510031392c6aff76358c8c1cf,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x0f28bb95c66d5744f614501aa47a19e09bcc7061,0x55d398326f99059ff775485246999027b3197955,500,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xef08243983514799ce781105865600344b410269,0xe68f87e4d841eab808b0420b15c1c618e5fca568,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7d95d66dc65593405f4ecf283eb7c459a858884c,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4444ee627a9296fb765afc9965e37b78b1579cc5,0xc3f3816969c0151a07646a4451017e508f72eb50,500,1,,11,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x59eebc6a60d800d95160e389eec4eae25e4753a9,0x55d398326f99059ff775485246999027b3197955,500,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8e067b80f9c95ca3c9a373f5c800ea60f4289fd6,0x55d398326f99059ff775485246999027b3197955,500,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4f113476abcb41bd86e4a37dd447a999839b706b,0x35bfb76e1dc8ee5a697c7c5ab883b209d37780d4,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x48c4614758a37f57062d9959749f6a6b00579cc5,0x3dbd3cc9e483cfdf4cbac479055405cdc94fba55,500,1,,6,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xee4cdbd7419490a0e730fc1ce326e5e43e980147,0x42932b3bc3646131f1d8523c138f5eea6ce771c2,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7d0fdd16f87156a6269dc349e54eb556b3a0884c,0x82b7050924de8b7787dd7457db3100e12336ddb6,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xa25c890af141cb522f4cf06cf5c897f16b58884c,0x4d1f040a6e1ad9e2d320debbb1efd03e36daf2ce,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7d9500cc0ec44653da121bbaed266ca59b58884c,0x55d398326f99059ff775485246999027b3197955,500,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x578ef7628d993f2db1c8506ec14c7c2a9732aefa,0xdcaf12552a6fa4a4ad1b0c087c10afbf3652f98d,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x59ee83edf8835c85b5a088c0e1465ad1be4753a9,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8d702e8c7acd7346a4882d8b18fd2d47e8bcefdc,0xf018bb85a8675e1241f6d4ff66b5c05b979108e0,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8fb20ffeea6eafef059474b4ba4f091d41845c7b,0x4a619e5a50bd9e23595c44cfc0291a0c0ca84ee9,500,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe691260e3b73cf1389c009301829a6af46170147,0xf4f18f83a9d41251a3c7e42d56d5a61b071f4b94,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3d754984c22ec02178273e3228c338aef7eae1b2,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb3fbf6f9206abc21310d2e0bbbbecea71a85969e,0x0e64db7f94524c15bdc69793c78e57ac255bc4c1,500,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8d2e07beecf1e1e3417e3075f42ea2ebf15cefdc,0xe45ecd651fb0f8c1697ace0871130aa99a7c7855,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb21c0ef7b38f715bbc73b111cf84f6abb69b706b,0x657dd17a56a06747656ac545fd76257ca4ee7b9e,500,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8d2e09bd915610416d265d1a12b3679c76bcefdc,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,500,1,USDC,2,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,960.9835022
0x35cc7a23f924af9c2e6cfa13cb1bf7e02c98d34a,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,482.85,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x51508f9cc0751dd7b35dfbebfbb4a9b1a8907e6c,0x6fd1d84bd13242d2e0372ef3cbe8039612ed934d,461.33,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x029a4f23b781b295986b4a5151c1c8c5aad3ee48,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,450,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xbc55968af5d5dd937ff1214891e4f1fe14add6f7,0x07672f5a5553249d65a20d05e1aca78924fd5476,450,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x029ab8635979ede23790465795224c46ef4eee48,0x55d398326f99059ff775485246999027b3197955,450,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x029a2a35ba1f10aa04d624a220368bd8dfaeee48,0xe68f87e4d841eab808b0420b15c1c618e5fca568,450,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x0fa36c12c149d604e5a18ba6cac99f57844eee48,0x07672f5a5553249d65a20d05e1aca78924fd5476,450,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xbc129c9a9cc85bcb27adb1d44f2c8c790ea2d6f7,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,450,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe9a1a21c0f800af8245d0073727ee2308d82d0d1,0x55d398326f99059ff775485246999027b3197955,432,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe9a11e674b2dfc61e15e9cfbde7676c26d57d0d1,0x0e64db7f94524c15bdc69793c78e57ac255bc4c1,432,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x51508f9cc0751dd7b35dfbebfbb4a9b1a8907e6c,0xe25edcf8d45c2526bf2cae2651356a9d92588cc7,411.52,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x0e12ca3d4d56b02d72bd55aa2541bd6ff063df6e,0x35e08236cc2cbcca6bbbc0301ffcd9bc21f5ef6b,407.1,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x0e126276c99c9f5911382ea83c71393764b9df6e,0x1726f7967e74204afc7fa9c8f23c441a3c4d785f,407.1,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x9bc90407b20b0725e8b0716f186f6b10b8dc1050,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,405.41,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xd97077ef9848d014bf7a764522643814b8dc1050,0xdd71d2bea1c6515d9bef61b35427a522582da932,405.41,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x437a34b7e0722c805745ba861e896c2bd000d9bb,0xbd168feab144eb2a1388eb9317e1176e10b751fb,402.68,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xeb89178e148008fb779f41427bc603a12520beca,0x07672f5a5553249d65a20d05e1aca78924fd5476,400,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x0c1403458989bf72e460336a42c1bfbd9a9c6e06,0x07672f5a5553249d65a20d05e1aca78924fd5476,400,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x44e09ad65d20ea4aaf50e2425275401c053a9cc5,0xf4c43337d1e10076d1cc9a6dba7c12a2c49f7031,400,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xef08d6ce497d8572ba6f4a7817024c957195b269,0xcc555a322fe7b7c85c5d7e446fda1ca41e386b05,400,1,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x1122962af9b78c379900811c82620169c5df298a,0x1a940f2e4cec859a250b0d188367565637130fea,400,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xef08d6ce497d8572ba6f4a7817024c957195b269,0xe292399d79593764e1bae70312f804c198a1e541,400,1,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x7118ea4d08f30d8e7b8baec3f7b30008af859279,0x2b7f5cd56918256510031392c6aff76358c8c1cf,400,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe9b1742a82d0a230e61f09c9d3b5356f8920beca,0x55d398326f99059ff775485246999027b3197955,400,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x127263cc7f1582eea623fb72a5356a64a7df298a,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,400,1,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xef08d6ce497d8572ba6f4a7817024c957195b269,0x0e64db7f94524c15bdc69793c78e57ac255bc4c1,400,1,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xffc794e1b0c9364adf9606d6290ae25e1017445a,0x5b56af042ea0f238c94ef83931e12179dbaf6ab7,400,1,,5,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc5f5bbc9df886cd3607149d94e74fee7922bc70f,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,400,1,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe9b1441e5f32f0d72349751e77fd6ddb3b51beca,0x0e64db7f94524c15bdc69793c78e57ac255bc4c1,400,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe857bc3d01c659fb26041b11a2003fe396c9b269,0x5b56af042ea0f238c94ef83931e12179dbaf6ab7,400,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x90688464ea0591105b253071d486a5789ceee4da,0x55d398326f99059ff775485246999027b3197955,389.61,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3785bd5b201de060bf22b41792e045803a68e3c2,0x29b48ae2b2cd397a9d779db624d3223f7bdafb22,383.63,1,,4,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x37bd33ef19ddd694dbc48108418dbe18b268e3c2,0x2e6a7957f9def552c73da829c147094467ed7af3,383.63,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x84e1a7f2874dbeed2e7230ab1b8a9577606c73a0,0x1a940f2e4cec859a250b0d188367565637130fea,379,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xee1216e6fe41970dd7c567b94d125360c1148a18,0x55d398326f99059ff775485246999027b3197955,376.42,1,USDT,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe1fbaecb55d29209a05c4e44204d2f4df6148a18,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,376.42,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xee12fba3c1c4f4cefcfc0e022616bb71a8458a18,0x2c77b0f2c5dd9896d77190fc96e08b597f0ddaf4,376.42,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x83cd74eae5f57eeb0e7aca0a1bacaab16b59b266,0x2c77b0f2c5dd9896d77190fc96e08b597f0ddaf4,370,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x83cd5fee01457cacde3edd3136fd06c39fcdb266,0x55d398326f99059ff775485246999027b3197955,370,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x6edd24be0e82bbca790d06c1953f1b4412f35ec2,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,370,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x651e65535192eca0716a0a0a1f623465a9485ec2,0x2c77b0f2c5dd9896d77190fc96e08b597f0ddaf4,370,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x88b22cc09b97981afbf6b2da23bb4e16c0cdb266,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,370,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x651ecfd8e6bf01c4096d9b413db5c9fe11f35ec2,0x55d398326f99059ff775485246999027b3197955,370,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x49605f1146b94d92f6d8c156be6eee54dac8ce40,0x55d398326f99059ff775485246999027b3197955,350.37,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x59d641eae61a672b285dc10eaa900263acb6bbc8,0xced250a0085a3a36a00646f04ebdb5749c657de5,320,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x68dfbcc881825e481c5b2abcb03989038d9ca6ca,0x6d55854aa0fe83411b01c9c91a084ab46cb3503e,309,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x328d1506d3a176865b0e38930d08726d2782d34a,0xea6102f639c72306016f64c6b001f97a63d71ae4,301.89,1,,3,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x35e4e695e168588d2108b0bd06f8ddd44082d34a,0x81e914eb168fd86f50d5b1de23a3301ea42fa08b,301.89,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xab0a30773397c3c361687ad4138d05fb568c2ccd,0x1a940f2e4cec859a250b0d188367565637130fea,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xee3483ed2cecbdacf85dd7b528e2b34ce52cddb1,0x55d398326f99059ff775485246999027b3197955,300,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8d398b76069f8caa029442d3f0e246d6ceec92f8,0x8d8fdeb6c7aa430020febb899c7715441f5020ba,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x5efbcaf9b3ac7c2f1c57b1ec770c54bbbbd0dbac,0x2c77b0f2c5dd9896d77190fc96e08b597f0ddaf4,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4444ee627a9296fb765afc9965e37b78b1579cc5,0x5fe0af7ec24f506025dfc7681eb713112b6ef480,300,1,,11,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x44d629c02e79e0c166f656cf74c102596eec92f8,0xc83a700a5f85e8abd9fc3e93f22198e0fe745252,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xaa148acc4c77df4c9105daff18af69f75729db70,0x5609f9fab1823f15aade48e6f91c37c4f89eb8e0,300,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xa63509c346784273575587c98da4dee5e0c3db70,0x1a940f2e4cec859a250b0d188367565637130fea,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb078eb99ac1add4d2c2642d6efcb97101587cb2a,0x5609f9fab1823f15aade48e6f91c37c4f89eb8e0,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xab29cc68ceddc9ccdc132b811478daceea8c2ccd,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,300,1,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xb92b26ce5695cc82e97dce8ec2e1af8c2323cb2a,0xa71fab7943cf150a88cdff3dd9b0708c2d13fb3b,300,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xab2946a83638d5e3acd6e90d2922a3551a1a2ccd,0xfa72cc568eeaf1a7ceab9e6738f13b77955fc6fa,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x39bc63a95bee4beb4b80c628f24908bfb142d2dc,0x07672f5a5553249d65a20d05e1aca78924fd5476,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x540d1ece0950f1f9aae43cb67988138f02f9dbac,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3e56f364c767781cfcd0ebc8a639fd5dcf4202dc,0xe68f87e4d841eab808b0420b15c1c618e5fca568,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8d395460e129a226ab9af3899339a843421c92f8,0xb5b11165b1009b0c1f774b7a178df9f86121b296,300,1,,8,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xab29548a29c070d74b33ba20f35d48a682e12ccd,0x5609f9fab1823f15aade48e6f91c37c4f89eb8e0,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xfb39151b209d732dd7f1e12dce682e0d84b08585,0x07672f5a5553249d65a20d05e1aca78924fd5476,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x3e56d0ad059fcc7951ea4e2a0ced516e7642d2dc,0x55d398326f99059ff775485246999027b3197955,300,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4444ee627a9296fb765afc9965e37b78b1579cc5,0x60a6bd492a71e1ad54e79297bfb65a4ace6812b1,300,1,,11,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xaa1403aec993131290b40aac5c3af88e65c3db70,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,300,1,USDC,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x17269b6a683f7a7f66e355dc4fcb0b12bea2565b,0x55d398326f99059ff775485246999027b3197955,300,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x30ee75b1fd5bde5a14615a5e4ec625cd4342d2dc,0xd047fb674c6b80ef9e12af6de93d82d2c66cc538,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf31d87e91e5c923753f15095e17d86048eb08585,0x55d398326f99059ff775485246999027b3197955,300,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf31d3b70464588e4fba4972a0f25c0b955b28585,0xe292399d79593764e1bae70312f804c198a1e541,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x5efb53c65593ae599183f2023f96a34b3cf9dbac,0x55d398326f99059ff775485246999027b3197955,300,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x0f7486a6561996d4df10dd34b21721c7f98c2ccd,0xa5ba9b26c45c757909489502b2710bc5f3f457d9,300,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x4444ee627a9296fb765afc9965e37b78b1579cc5,0x7a80c049294c78f6fb69e4122f1cf10aea3e7c78,300,1,,11,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xa62648a0c9fc281d4cfae1e3de3aabab376ee247,0xf4f18f83a9d41251a3c7e42d56d5a61b071f4b94,287.58,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xeafa5adc002fd81a11d2ab0d1257337592183698,0x2b7f5cd56918256510031392c6aff76358c8c1cf,285,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xeafa21cae32bc88241efad2797991a5341c93698,0x55d398326f99059ff775485246999027b3197955,285,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xeac2a968392ac6ed4f41c4bf3f23778419c93698,0xe8e8d862589ad17948abdc6eb99779c6ece9cfdd,285,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xeb8c96e117c82b50b0b70f168f8c57cc8c57922a,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,284.09,1,USDC,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xe341b61c0ee65ac7ad0c9f9ac3fb73bd2157922a,0x1a940f2e4cec859a250b0d188367565637130fea,284.09,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x89b338d7afeccab4d522f727b88a13a5d4db3383,0x2e6a7957f9def552c73da829c147094467ed7af3,281.33,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x8ef4486793cb03babcafec77e7dc38bf72db3383,0x29b48ae2b2cd397a9d779db624d3223f7bdafb22,281.33,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xf9278a9cb9b0f9c8359e90b4bdcf530ea3846f2e,0x55d398326f99059ff775485246999027b3197955,266.67,1,USDT,1,0x2e3c1543963e512bb2f1ffb04d8aab874338fc64,528.3573891
0xf927daf3e411c28d251eb635fce4b19758a56f2e,0xbd168feab144eb2a1388eb9317e1176e10b751fb,266.67,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xc7ceec9acdcb3a6cc7486ac2a1966a882f950638,0x4d1f040a6e1ad9e2d320debbb1efd03e36daf2ce,263.5,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x44c0991e2229210a5ad250e89d30e5bf1f950638,0x55d398326f99059ff775485246999027b3197955,263.5,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x44b47a7d118b330d504938cc96a19ac3ac790638,0x42d144ee65c638c870b5b2f94558332314b0bc67,263.5,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x63d08b4ffafe87d77a6f75e87105bab298a8aac1,0x55d398326f99059ff775485246999027b3197955,263.5,1,USDT,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x6337f8a433b93f98f62f35962356f54949dfaac1,0x42d144ee65c638c870b5b2f94558332314b0bc67,263.5,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xd0a57c1d710036e09e34c593fe36061118a8aac1,0x4d1f040a6e1ad9e2d320debbb1efd03e36daf2ce,263.5,1,,1,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0xa333e603be6e0bde0be390c6e489d3937a0c7223,0x55d398326f99059ff775485246999027b3197955,256.41,1,USDT,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
0x16e5be35ae0e94d28e97bbd17451871cd4457325,0x268947e3ff2791d6e54a53dd329cec1e86a7ba88,255,1,,2,0x2f081a330cf0edd7f5f819eed6a455327fbdd08e,#N/A
